id	id2	unusual_flag	worst_flag	decade	year	month	make	nature	accident_country	phase_old	phase	phase_code	crew_text	passengers_occupants	crew_occupants	total_occupants	passengers_fatalities	crew_fatalities	total_fatalities	total_survivors	ground_casualties	passengers_occupants_old	airplane_damage	make	nature	accident_country	phase_old	phase	phase_code	crew_text	airplane_damage	Selected	date	cnmsn	first_flight	type	model	status	departure_airport	departure	departure_airport_formatted	departure_lat	departure_lng	destination_airport	destination_country	destination_airport_formatted	destination_lat	destination_lng	location_full	passengers_text	total_text	date_text	registration	operator	narrative
13820.0	13819.0	0.0	26.0	1990.0	1999.0	6.0								202.0	15.0	217.0	202.0	15.0	217.0	0.0	0.0	202.0		Boeing	International Scheduled Passenger	Atlantic Ocean	En route (ENR)	En route	ENR	Fatalities: 15 / Occupants: 15	Destroyed	No	10/31/1999	24542/282	1989-09-15 (10 years 2 months)	Boeing 767-366ER	767-33AER	Final	New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America	United States of America	John F. Kennedy International Airport (JFK), Queens, NY 11430, USA	40.6413111	-73.77813909999999	Cairo International Airport (CAI/HECA), Egypt	Egypt	Cairo International Airport (CAI), Airport Rd، مصر الجديدة، Cairo Governorate 11432, Egypt	30.1123632	31.4002893	100 km (62.5 mls) S off Nantucket Island, MA, USA (Atlantic Ocean)	Fatalities: 202 / Occupants: 202	Fatalities: 217 / Occupants: 217	Sunday 31 October 1999	SU-GAP	EgyptAir	"EgyptAir Flight 990 departed Los Angeles International Airport, destined for Cairo, with a scheduled intermediate stop at New York-JFK. The aircraft landed at JFK about 23:48 EDT and arrived at the gate about 00:10 EDT. Two designated flight crews (each crew consisting of a captain and first officer) boarded the aircraft at JFK. The aircraft taxied to runway 22R and was cleared for takeoff at 01:19. Shortly after liftoff, the pilots of EgyptAir flight 990 contacted New York Terminal Radar Approach (and departure) Control (TRACON). New York TRACON issued a series of climb instructions and, at 01:26, instructed the flight to climb to FL230 and contact New York Air Route Traffic Control Center (ARTCC). At 01:35, New York ARTCC instructed EgyptAir flight 990 to climb to FL330 and proceed directly to DOVEY intersection. About 01:40 the relief first officer suggested that he relieve the command first officer at the controls. The command first officer agreed and left the flightdeck.The airplane leveled at FL 330 four minutes later. At 01:48, the command captain decided to go to the toilet and left the flightdeck. At 01:48:30, about 11 seconds after the captain left the cockpit, the CVR recorded an unintelligible comment. Ten seconds later, the relief first officer stated quietly, ""I rely on God."" There were no sounds or events recorded by the flight recorders that would indicate that an airplane anomaly or other unusual circumstance preceded the relief first officer's statement. At 01:49:18, the CVR recorded the sound of an electric seat motor and 27 seconds later the autopilot was disconnected. At 01:49:48, the relief first officer again stated quietly, ""I rely on God."" At 01:49:53, the throttle levers were moved from their cruise power setting to idle, and, one second later, the FDR recorded an abrupt nose-down elevator movement and a very slight movement of the inboard ailerons. Subsequently, the airplane began to rapidly pitch nose down and descend. Between 0149:57 and 0150:05, the relief first officer quietly repeated, ""I rely on God,"" seven additional times. During this time, as a result of the nose-down elevator movement, the airplane's load factor decreased from about 1 to about 0.2 G (almost weightlessness). Then the elevators started moving further in the nose-down direction. Immediately thereafter the captain entered the flightdeck and asked loudly, ""What's happening? What's happening?"". As he airplane's load factor reached negative G loads (about -0.2 G) the relief first officer stated for the tenth time, ""I rely on God."" At 01:50:08, as the airplane exceeded its maximum operating airspeed (0.86 Mach), a master warning alarm began to sound and the relief first officer stated quietly for the eleventh and final time, ""I rely on God,"" and the captain repeated his question, ""What's happening?"" At 0150:15, as the airplane was descending through about 27,300 feet the airplane's rate of descent began to decrease. About 6 seconds later the left and right elevator surfaces began to move in opposite directions. The engine start lever switches for both engines then moved from the run to the cutoff position. At 01:50:24 the throttle levers started to move from their idle position to full throttle, and the speedbrake handle moved to its fully deployed position. The captain again asked ""What is this? What is this? Did you shut the engine(s)?"" At 01:50:26, the captain stated, ""Get away in the engines ... shut the engines"". The relief first officer replied ""It's shut"".Between 01:50:31 and 01:50:37, the captain repeatedly stated, ""Pull with me."" However, the elevator surfaces remained in a split condition (with the left surface commanding nose up and the right surface commanding nose down) until the FDR and CVR stopped recording. at 0150:36.64 and 0150:38.47, respectively. The height estimates based on primary radar data from the joint use FAA/U.S. Air Force(USAF) radar sites indicated that the airplane's descent stopped about 01:50:38 and that the airplane subsequently climbed to about 25,000 feet msl and changed heading from 80?? to 140?? before it started a second descent, which continued until the airplane impacted the ocean."
13916.0	13916.0	0.0	89.0	2000.0	2000.0	6.0								124.0	7.0	131.0	124.0	7.0	131.0	0.0	0.0	124.0		Boeing	Domestic Scheduled Passenger	Philippines	Approach (APR)	Approach	APR	Fatalities: 7 / Occupants: 7	Destroyed	No	4/19/2000	21447/508	1978-01-19 (22 years 3 months)	Boeing 737-2H4	737-2H4	Preliminary	Manila-Ninoy Aquino International Airport (MNL/RPLL), Philippines	Philippines	Ninoy Aquino International Airport (MNL), Andrews Ave, Pasay, 1300 Metro Manila, Philippines	14.5122739	121.016508	Davao City-Francisco Bangoy International Airport (DVO/RPMD), Philippines	Philippines	Francisco Bangoy (Davao) International Airport, Daang Maharlika Highway, Buhangin, Davao City, 8000 Davao del Sur, Philippines	7.128764100000001	125.6460784	6,5 km (4.1 mls) from Davao (Philippines)	Fatalities: 124 / Occupants: 124	Fatalities: 131 / Occupants: 131	Wednesday 19 April 2000	RP-C3010	Air Philippines	Air Philippines Flight 541 left Manila (MNL) at 05:21 and was due to land at Davao (DVO) around 06:45. At 06:56, while approaching Davao, the crew were told to discontinue the ILS runway 05 approach because of traffic on the runway (probably Philippine Airlines flight 809 which had just landed). A request to carry out a VOR/DME approach and landing in the opposite direction (runway 23) was approved by ATC. Last radio contact was at 07:01 when the pilot reported 7 miles out. Nothing more was heard from the flight when ATC tried to clear the flight to land around 07:03. The Boeing slammed into a coconut plantation in Mt. Kalangan, Sitio Camanlangan in Barangay San Isidro, disintegrated and caught fire. The accident site is around 500 feet above sea level; at that point the altitude of the aircraft should have been 1500 feet. Weather was said to have been fair with a low cloud ceiling for Davao.
13934.0	13934.0	45.0	0.0	2000.0	2000.0	6.0	Airbus	Domestic Scheduled Passenger	Philippines	En route (ENR)	En route	ENR	Fatalities: 0 / Occupants: 14	284.0	14.0	298.0	1.0	0.0	1.0	297.0	0.0	284.0	Unknown									No	5/25/2000	0	0	Airbus A330-301	A330-301	0	Davao City-Francisco Bangoy International Airport (DVO/RPMD), Philippines	Philippines	Francisco Bangoy (Davao) International Airport, Daang Maharlika Highway, Buhangin, Davao City, 8000 Davao del Sur, Philippines	7.128764100000001	125.6460784	Manila-Ninoy Aquino International Airport (MNL/RPLL), Philippines	Philippines	Ninoy Aquino International Airport (MNL), Andrews Ave, Pasay, 1300 Metro Manila, Philippines	14.5122739	121.016508	near Manila (Philippines)	Fatalities: 1 / Occupants: 284	Fatalities: 1 / Occupants: 298	Thursday 25 May 2000	F-OHZ.	Philippine Air Lines	Passengers robbed; hijacker jumped out with homemade parachute- he was killed in the jump.
13980.0	13979.0	0.0	74.0	2000.0	2000.0	6.0								135.0	8.0	143.0	135.0	8.0	143.0	0.0	0.0	135.0		Airbus	International Scheduled Passenger	Bahrain	Approach (APR)	Approach	APR	Fatalities: 8 / Occupants: 8	Destroyed	No	8/23/2000	481	1994-05-16 (6 years 3 months)	Airbus A320-212	A320-212	Final	Cairo International Airport (CAI/HECA), Egypt	Egypt	Cairo International Airport (CAI), Airport Rd، مصر الجديدة، Cairo Governorate 11432, Egypt	30.1123632	31.4002893	Bahrain International Airport (BAH/OBBI), Bahrain	Bahrain	Bahrain International Airport, Muharraq, Bahrain	26.2697119	50.6259871	2 km (1.3 mls) N off Bahrain International Airport (BAH) (Bahrain)	Fatalities: 135 / Occupants: 135	Fatalities: 143 / Occupants: 143	Wednesday 23 August 2000	A4O-EK	Gulf Air	The aircraft was conducting a normal approach to runway 12 at Bahrain International Airport with auto-pilot/flight director disconnected upon visual contact with the runway. Approximately 1nm from touchdown, at about 600 feet amsl and at an airspeed of 185mph the crew requested a left-hand orbit (360 degree turn) because they were too high and fast on the approach. During the tight (36degree bank angle) left hand turn the flaps were fully extended and the landing checklist completed. When the aircraft crossed the extended runway centerline the crew reported they wanted to abort the landing. A controller gave the crew clearance to climb to 2,500 feet at a 300-degree heading to prepare for another approach. The plane's speed began increasing to 185 knots as it began to climb to 1000 feet in a 5-degree nose-up attitude. During the go-around at approximately 1,000 feet, the aircraft entered a rapid descent, 15-degrees nose down. As the GPWS sounded, the captain ordered the flaps to be raised and moved the sidestick aft. The Airbus impacted the sea at a 6.5-degreee nose down angle, north of the airport. The plane's last recorded airspeed was about 280 knots.Two very remarkable accidents happened June 1950 within a period of just 3 days. On June 12 an Air France DC-4 descended into the sea while on a night-time approach to Bahrain. Two days later, another Air France DC-4 descended into the sea off Bahrain, also on a night-time approach.
14134.0	14134.0	0.0	70.0	2000.0	2001.0	6.0								136.0	9.0	145.0	136.0	9.0	145.0	0.0	0.0	136.0		Tupolev	Domestic Scheduled Passenger	Russia	Approach (APR)	Approach	APR	Fatalities: 9 / Occupants: 9	Destroyed	No	7/4/2001	86A-735	1986	Tupolev 154M	154M	Final	Ekaterinburg-Koltsovo Airport (SVX/USSS), Russia	Russia	Koltsovo Airport (SVX), Ulitsa Bakhchivandzhi, 1, Yekaterinburg, Sverdlovskaya oblast', Russia, 620025	56.7447746	60.8029485	Irkutsk Airport (IKT/UIII), Russia	Russia	International Airport Irkutsk (IKT), Ulitsa Shiryamova, 13, Irkutsk, Irkutskaya oblast', Russia, 664009	52.2685014	104.3833366	near Burdakovka (Russia)	Fatalities: 136 / Occupants: 136	Fatalities: 145 / Occupants: 145	Wednesday 4 July 2001	RA-85845	Vladivostokavia	Vladivostokavia Flight 352 operated on a flight from Ekaterinburg to Vladivostok with an intermediate stop at Irkutsk. The flight departed Ekaterinburg at 19:47 local time and climbed to the cruising altitude of 10,100 m. Some three hours after takeoff, at 01:50 local time, descent was initiated. The descent and approach into Irkutsk was flown by the first officer. At 02:05 the crew reported at 2100 m, runway in sight. The airplane still had an airspeed of 540 km/h. The maximum speed at which the landing gear may be lowered was 400 km/h. At 02:06:56 the airplane level off at 900 m, the airspeed still being about 420 km/h. The first officer ordered the gear down and the speed further decreased to 395 km/h with engines at idle. When the gear was down and locked the airplane entered a left hand turn with a 20-23 degree bank. The airspeed further decreased to 365 km/h where the recommended speed was 370 km/h in this stage of the flight. Power was added slowly. This was only just sufficient for maintaining an altitude of 850 m at 355-360 km/h. At 02:07:46, while still in the left hand turn, the angle of attack increased to 16,5?? because the autopilot attempted to maintain altitude with a decreasing speed. An aural warning then sounded, indicating a high angle of attack. The first officer attempted to correct this and by using the control column, he disconnected the autopilot. Because he deflected the control column to the left, the left bank increased trough the maximum permissible value of -30?? to -44??, and then to -48??. With the nose pitched down the speed increased to 400m. The airplane entered a layer of clouds, so the crew did not have a possibility of observing of the natural horizon and the landmarks under these conditions at night. The captain intervened and attempted to control the airplane. He alternately deflecting the steering wheel to the left and right. An intensive deflection of steering control to the right, caused a positive angular acceleration of +4,4??/sec2. The captain reacted by deflecting the steering wheel to the left again. The first officer now realizes that the airplane is in a severe left bank (-45??) and indicates that they should be rolling to the right. Because of an increase in vertical descent rate (20m/sec), one of the crew members pulled the control column. The airplane pitched up rapidly, entered a stall and a subsequent flat spin. The crew were unable to regain control. After spinning for 22 seconds, the aircraft slammed down on its belly, broke up and burned.
14158.0	14158.0	46.0	0.0	2000.0	2001.0	6.0	Airbus	International Scheduled Passenger	Portugal	En route (ENR)	En route	ENR	Fatalities: 0 / Occupants: 13	293.0	13.0	306.0	0.0	0.0	0.0	306.0	0.0	293.0	Substantial									No	8/24/2001	271	1999	Airbus A330-243	A330-243	Final	Toronto-Pearson International Airport, ON (YYZ/CYYZ), Canada	Canada	Toronto Pearson International Airport (YYZ), 6301 Silver Dart Dr, Mississauga, ON L5P 1B2, Canada	43.67771760000001	-79.6248197	Lisboa-Portela de Sacav??m Airport (LIS/LPPT), Portugal	Portugal	Lisbon Portela Airport (LIS), Alameda das Comunidades Portuguesas, 1700-111 Lisboa, Portugal	38.7755936	-9.135366699999999	Terceira-Lajes AFB, Azores (LFB) (Portugal)	Fatalities: 0 / Occupants: 293	Fatalities: 0 / Occupants: 306	Friday 24 August 2001	C-GITS	Air Transat	Air Transat Flight TS236, was en route at FL390 when at 05:36 UTC, the crew became aware of a fuel imbalance between the left and right-wing main fuel tanks. Five minutes later the crew concerned about the lower-that-expected fuel quantity indication, decided to divert to Lajes Airport in the Azores. At 05:48 UTC, when the crew ascertained that a fuel leak could be the reason for the possible fuel loss, an emergency was declared to Santa Maria Oceanic Control. At 06:13, at a calculated distance of 135 miles from Lajes, the right engine (Rolls-Royce Trent 772B) flamed out. At 06:26, when the aircraft was about 85 nm from Lajes and at an altitude of about FL345, the left engine flamed out. At 06:39 the aircraft was at 13,000 feet and 8 miles from the threshold of runway 33. An engines-out visual approach was carried out and the aircraft landed on runway 33. Eight of the plane's ten tyres burst during the landing.Investigation has determined that a low-pressure fuel line on the right engine, had failed probably as the result of its coming into contact with an adjacent hydraulic line.
14171.0	14171.0	0.0	1.0	2000.0	2001.0	6.0								81.0	11.0	92.0	81.0	11.0	92.0	0.0	1600.0	81.0		Boeing	Domestic Scheduled Passenger	United States of America	En route (ENR)	En route	ENR	Fatalities: 11 / Occupants: 11	Destroyed	No	9/11/2001	22332/169	1987-04-07 (14 years 5 months)	Boeing 767-223ER	767-223ER	#NAME?	Boston-Logan International Airport, MA (BOS/KBOS), United States of America	United States of America	Boston Logan International Airport (BOS), 1 Harborside Dr, Boston, MA 02128, USA	42.3656132	-71.0095602	Los Angeles International Airport, CA (LAX/KLAX), United States of America	United States of America	Los Angeles International Airport (LAX), 1 World Way, Los Angeles, CA 90045, USA	33.9415889	-118.40853	New York, NY (United States of America)	Fatalities: 81 / Occupants: 81	Fatalities: 92 / Occupants: 92	Tuesday 11 September 2001	N334AA	American Airlines	In a massive coordinated terrorist attack 19 men hijacked 4 jetliners on the morning of September 11. The hijackers were on a suicide mission and had received orders to take over control of the aircraft and to fly the planes into specified targets. American Airlines Flight 11 departed Boston-Logan for Los Angeles at 07:59. The aircraft was hijacked by five terrorists. The hijackers took over control, reportedly switched off the transponder and changed course to New York. At 08:46 the aircraft was flown into the North side of the 110-story New York WTC North tower in a slightly left wing down attitude, crashed and exploded into the 93rd through 98th floors. According to an FAA study, N334AA struck the WTC at a speed of 494mph; an MIT study however determined the plane was probably traveling at 429 mph.The massive fire weakened the tower structure on these floors and the tower collapsed at 10:28. Most of the office workers below the 93th floor were able to evacuate the tower on time before the collapse. Seventeen minutes after Flight 11 crashed into the North Tower, the WTC South Tower was struck by a United Airlines Boeing 767, N612UA. A total of 2,606 people were killed in the World Trade Center buildings, including about 292 on the ground. A precise breakdown of the number casualties relating to Flight 11 (North Tower) and Flight 175 (South Tower) is impossible.It has been estimated that about 1600 people were killed on the North Tower, and about 900 on the South Tower.
14172.0	14172.0	0.0	2.0	2000.0	2001.0	6.0								56.0	9.0	65.0	56.0	9.0	65.0	0.0	900.0	56.0		Boeing	Domestic Scheduled Passenger	United States of America	En route (ENR)	En route	ENR	Fatalities: 9 / Occupants: 9	Destroyed	No	9/11/2001	21873/41	1983-01-27 (18 years 8 months)	Boeing 767-222	767-219ER	#NAME?	Boston-Logan International Airport, MA (BOS/KBOS), United States of America	United States of America	Boston Logan International Airport (BOS), 1 Harborside Dr, Boston, MA 02128, USA	42.3656132	-71.0095602	Los Angeles International Airport, CA (LAX/KLAX), United States of America	United States of America	Los Angeles International Airport (LAX), 1 World Way, Los Angeles, CA 90045, USA	33.9415889	-118.40853	New York, NY (United States of America)	Fatalities: 56 / Occupants: 56	Fatalities: 65 / Occupants: 65	Tuesday 11 September 2001	N612UA	United Airlines	In a massive coordinated terrorist attack 19 men hijacked 4 jetliners on the morning of September 11. The hijackers were on a suicide mission and had received orders to take over control of the aircraft and to fly the planes into specified targets. United Airlines Flight 175 departed Boston-Logan for Los Angeles at 08:14. The aircraft was hijacked by five terrorists. The hijackers took over control, reportedly switched off the transponder and changed course to New York. At 09:03 the aircraft was flown into the Southeast side of the 110-story New York WTC South tower in a sharp left wing low attitude, crashed and exploded into the 78th through 84th floors. According to an FAA study, N612UA struck the WTC at a speed of 586mph; an MIT study however determined the plane was probably traveling at 537mph. The massive fire weakened the tower structure on these floors and the tower collapsed at 09:59. Most of the office workers below the 78th floor were able to evacuate the tower on time before the collapse. Seventeen minutes before Flight 175 crashed into the South Tower, the WTC North Tower had been hit by an American Airlines Boeing 767, N334AA.A total of 2,606 people were killed in the World Trade Center buildings, including about 292 on the ground. A precise breakdown of the number casualties relating to Flight 11 (North Tower) and Flight 175 (South Tower) is impossible.It has been estimated that about 1600 people were killed on the North Tower, and about 900 on the South Tower.
14174.0	14176.0	0.0	31.0	2000.0	2001.0	6.0								58.0	6.0	64.0	58.0	6.0	64.0	0.0	125.0	58.0		Boeing	Domestic Scheduled Passenger	United States of America	En route (ENR)	En route	ENR	Fatalities: 6 / Occupants: 6	Destroyed	No	9/11/2001	24602/365	1991	Boeing 757-223	757-21K	#NAME?	Washington-Dulles International Airport, DC (IAD/KIAD), United States of America	United States of America	Dulles International Airport (IAD), 1 Saarinen Cir, Dulles, VA 20166, USA	38.9531162	-77.45653879999999	Los Angeles International Airport, CA (LAX/KLAX), United States of America	United States of America	Los Angeles International Airport (LAX), 1 World Way, Los Angeles, CA 90045, USA	33.9415889	-118.40853	Washington, DC (United States of America)	Fatalities: 58 / Occupants: 58	Fatalities: 64 / Occupants: 64	Tuesday 11 September 2001	N644AA	American Airlines	Flight 77 departed Washington-Dulles at 08:10 for Los Angeles. The aircraft was hijacked by five terrorists. The hijackers took over control, reportedly switched off the transponder and changed course to Washington. Last reported data (08:56) show the aircraft flying at FL350 at 458 knots. Course was changed back to Washington and the aircraft descended for the city, approaching from the North. The Boeing reportedly passed overhead the White House and entered a tight 270deg turn, heading for the US Department of Defence building (the Pentagon). It clipped trees and lightposts before slamming into the Southwest face of the Pentagon. An explosion occurred and the building caught fire.
14202.0	14202.0	0.0	11.0	2000.0	2001.0	6.0								251.0	9.0	260.0	251.0	9.0	260.0	0.0	5.0	251.0		Airbus	International Scheduled Passenger	United States of America	En route (ENR)	En route	ENR	Fatalities: 9 / Occupants: 9	Destroyed	No	11/12/2001	420	1987-12-09 (13 years 11 months)	Airbus A300B4-605R	A300B4-605R	Final	New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America	United States of America	John F. Kennedy International Airport (JFK), Queens, NY 11430, USA	40.6413111	-73.77813909999999	Santo Domingo-Las Am??ricas Jos?? Francisco Pe??a G??mez Int'l Airport (SDQ/MDSD), Dominican Republic	Papua New Guinea	Airport Las Americas, Ruta 66 Salida Del Aeropuerto Las Americas, Santo Domingo, Dominican Republic	18.4319537	-69.6720974	Belle Harbor, NY (United States of America)	Fatalities: 251 / Occupants: 251	Fatalities: 260 / Occupants: 260	Monday 12 November 2001	N14053	American Airlines	"American Airlines Flight 587 was scheduled to leave New York-JFK at 08:00 for a flight to Santo Domingo, Dominican Republic. The boarding process at gate 22 took a little longer than planned due to additional security procedures that delayed boarding. The gate was closed at 08:38 and pushback from the gate was accomplished at 09:00. The crew taxied to runway 31L behind Japan Air Lines Flight 047, a Boeing 747-400 bound for Tokyo-Narita. JL047 was cleared for takeoff at 09:11:08 but started it's takeoff roll one minute later. While JL047 was still preparing for takeoff, the tower controller called AA587, cautioned the flight crew about wake turbulence and instructed them to taxi into position and hold on runway 31L: ""American five eighty seven heavy Kennedy tower, caution wake turbulence runway three one left, taxi into position and hold"". A little later the JAL Boeing 747 rotated and initiated a climbing left turn over Jamaica Bay (the ""bridge departure""). Then, at 09:13:27 Flight 587 was cleared for takeoff: ""American five eight seven heavy, wind three zero zero at niner, runway three one left, cleared for takeoff"". Takeoff roll was initiated about 09:14, circa 1 minutes and 45 seconds following the 747. After leaving the ground the landing gear was retracted at 09:14:34. The tower controller then cleared the crew for the bridge departure: ""American five eight seven heavy, turn left. fly the Bridge Climb. Contact New York departure. Good morning."" Flight 587 contacted the ARTCC controller about 09:15, and stated they were climbing out of 1,300 feet for 5,000 feet. The controller responded by clearing the flight to climb to 13,000 feet, turn left, and proceed direct to WAVEY. At that moment, while in a climbing left turn, the crew heard a brief squeak and a rattling sound, possibly caused by wake turbulence. Some fifteen seconds later the Airbus began to yaw to the right. Full right and left rudder were applied and the first officer called for ""max power"" at 09:15:54. Again full right and left rudder were applied and sounds of a snap, a thump and a loud bang were heard when the rudder travelled full right again. The entire vertical tail fin had separated and the Airbus entered an uncontrolled descent from an altitude of about 2500 feet. During this descent both engines separated from the wings coming down within 100 feet of each other near the Newport Avenue / Beach 129th Street crossroads. The aircraft crashed into Beach 131 Street, a Queens residential area."
14292.0	14292.0	0.0	93.0	2000.0	2002.0	6.0								155.0	11.0	166.0	121.0	8.0	129.0	37.0	0.0	155.0		Boeing	International Scheduled Passenger	South Korea	Approach (APR)	Approach	APR	Fatalities: 8 / Occupants: 11	Destroyed	No	4/15/2002	23308/127	1985-10-09 (16 years 6 months)	Boeing 767-2J6ER	767-2J6ER	Final	Beijing-Capital Airport (PEK/ZBAA), China	China	Beijing Capital International Airport (PEK), Shunyi, Beijing Shi, China	40.0798573	116.6031121	Busan-Gimhae (Pusan) International Airport (PUS/RKPK), South Korea	South Korea	Gimhae International Airport (PUS), 108 Gonghangjinim-ro, Daejeo 2(i)-dong, Gangseo-gu, Busan, South Korea	35.17322	128.9464591	4,6 km (2.9 mls) N of Pusan-Kimhae Airport (PUS) (South Korea)	Fatalities: 121 / Occupants: 155	Fatalities: 129 / Occupants: 166	Monday 15 April 2002	B-2552	Air China	"Air China flight 129 departed Beijing at 08:37 on a scheduled flight to Pusan-Gimhae in South Korea. The en route part of the flight was uneventful. At 11:06 the second officer contacted Gimhae Approach. At that moment the airplane was 32 nm from the airport at an altitude of FL170. The approach controller cleared the flight to descend to 6000 feet. Runway 36L was in use and the crew could expext a straight-in approach. at 11:09 the controller notified the crew that the runway was changed to 18R, with winds 210 degrees at 17 kts. This meant a circling approach which none of the crew members had flown yet at Pusan. The captain and first officer then discussed the approach to be flown. The captain cautioned: ""We won't enlarge the traffic pattern, the mountains areall over that side."" At 11:13 the flight was further cleared down to 2600 feet. Two minutes later the approach controller radioed: ""Air China 129, turn left heading 030 cleared for ILS DME runway 36L, then circle to runway 18 right, report field in sight."" At 11:17 they captured the ILS and were cleared further down to the circling altitude of 700 feet. The landing gear was extended and flaps set at 20 degrees. Then the controller instructed the flight to contact Gimhae Tower and to circle west. The second officer responded but did not read back the frequency change. The captain then instructed the first officer to disconnect the autopilot and turn left. From his position in the right hand seat the first officer was able to observe the runway. As the aircraft passed abeam therunway the autopilot was reengaged with heading select. At that moment the approach controller again contacted flight 129 instructing them to contactthe tower. The crew were busy looking outside to see when they passed abeam the end of the runway. Simultaneously the Gimhae Tower controller contactedthe flight using the emergency frequency. As they passed abeam the threshold at 11:20:02 they started timing to measure the commencement f turning tobase. Eleven seconds after the call on the emergency frequency, the second officer reported to the Tower controller that they were on the circle approach. At 11:20:17 the captain took over control from the first officer and said he was going to turn base. He slowly began a widening turn, causing the first officer to urge him: ""turn quickly, not too late."" Meanwhile the flight was cleared to land . At 11:20:32 the captain disconnected the autopilot and banked the plane to the right. Twenty-two seconds later the first officer cautioned: ""Pay attention to the altitude keeping,"" and the captain asked him to help him get a visual on the runway. Due to the limited visibility they were not able to see the runway. The first officer then advised the captain to initiate a go around, but the captain didnot respond. At 11:21:15 the first officer said, ""Pull up! Pull up!"" Pitch attitude was increased to 11.4 degrees but thrust was not increased. Two seconds later the aircraft impacted a mountain, about 4.6 km from the runway."
14314.0	14314.0	0.0	24.0	2000.0	2002.0	6.0								206.0	19.0	225.0	206.0	19.0	225.0	0.0	0.0	206.0		Boeing	International Scheduled Passenger	Pacific Ocean	En route (ENR)	En route	ENR	Fatalities: 19 / Occupants: 19	Destroyed	No	5/25/2002	21843/386	1979-07-16 (22 years 11 months)	Boeing 747-209B	747-209B	Final	Taipei-Chiang Kai Shek International Airport (TPE/RCTP), Taiwan	Taiwan	Taiwan Taoyuan International Airport (TPE), No. 9, Hangzhan S Rd, Dayuan District, Taoyuan City, Taiwan 33758	25.0796514	121.234217	Hong Kong-Chek Lap Kok International Airport (HKG/VHHH), Hong Kong	Hong Kong	Hong Kong International Airport (HKG), 1 Sky Plaza Rd, Chek Lap Kok, Hong Kong	22.308047	113.9184808	45 km (28.1 mls) NE off Penghu islands, Taiwan [Taiwan Strait] (Pacific Ocean)	Fatalities: 206 / Occupants: 206	Fatalities: 225 / Occupants: 225	Saturday 25 May 2002	B-18255	China Airlines	"Boeing 747-209B B-18255 was scheduled to fly flight CI 611 Taipei-Hong Kong during its last day in service for China Airlines before being sold to Orient Thai Airlines. Weather conditions at Taipei that afternoon where fine: sunny weather, a temperature of 28deg C and easterly winds at a speed of 9 knots.At 14:38 Taipei Delivery cleared Flight 611 to Hong Kong: ""Dynasty six one one cleared to Hong Kong Airport via Jessy one departure after Jessy direct to Chali Makung alpha one maintain flight level two six zero expect flight level three five zero at Makung squawk two six six one"". The gate closed around 14:50, ten minutes after the scheduled departure time and the crew requested ground start and pushback from stand B2. At 14:57 pushback was completed and the aircraft taxied to runway 06. Ten minutes later the aircraft had taxied into position and was cleared for take off. While climbing through 1600 feet the crew contacted Taipei Approach and received clearance to climb to and maintain FL260 and proceed direct to Chali. At 15.16, while climbing through FL187, Dynasty 611 contacted Taipei Control. The Flight was cleared to climb and maintain FL350 and proceed from Chali direct to Kadlo. Some 13 minutes later, while approaching 35,000 feet, the aircraft disappeared off radar screens. Wreckage and bodies were found at sea, about 45km Northeast off the Penghu islands. The flight probably disintegrated at high altitude since other debris was found near Changhua, about 45 kilometers from the crash site."
14473.0	14473.0	0.0	8.0	2000.0	2003.0	6.0								257.0	18.0	275.0	257.0	18.0	275.0	0.0	0.0	257.0		Ilyushin	Military	Iran	En route (ENR)	En route	ENR	Fatalities: 18 / Occupants: 18	Destroyed	No	2/19/2003	63471155	1986	Ilyushin 76MD	76MD	Preliminary	Zahedan Airport (ZAH/OIZH), Iran	Iran	Sistan and Baluchestan Province, Zahedan, Shohada Entezami Boulevard, Zahedan International Airport, Iran	29.4756726	60.90063019999999	Kerman Airport (KER/OIKK), Iran	Iran	Kerman Province, Kerman, Jomhouri Blvd, Kerman International Airport (KER), Iran	30.25883959999999	56.9616453	35 km (21.9 mls) SE from Kerman (Iran)	Fatalities: 257 / Occupants: 257	Fatalities: 275 / Occupants: 275	Wednesday 19 February 2003	15-2280	Iranian Revolutionary Guard Corps Air Force - IRGCAF	Crashed 330 feet below a peak in the Sirach Mountains. All aboard were members of the Revolutionary Guards.
