id,id2,unusual_flag,worst_flag,date,decade,year,month,first_flight,type,make,model,nature,departure_airport,departure_airport_formatted,departure_airport_lat,departure_airport_lng,departure,destination_airport,destination_airport_formatted,destination_airport_lat,destination_airport_lng,destination_country,accident_country,location_full,phase_old,phase,phase_code,passengers_text,crew_text,total_text,passengers_occupants,crew_occupants,total_occupants,passengers_fatalities,crew_fatalities,total_fatalities,total_survivors,ground_casualties,total_occupants_old,passengers_occupants_old,airplane_damage,date_text,registration,operator,narrative
8252,8252,0,48,7/30/1971,1970,1971,5,1971-03-02 (5 months),Boeing 727-281,Boeing,727-281,Domestic Scheduled Passenger,"Sapporo-Chitose Airport (CTS/RJCC), Japan","New Chitose Airport (CTS), Bibi, Chitose, Hokkaido 066-0012, Japan",42.7925942,141.6704786,Japan,"Tokyo-Haneda Airport (HND/RJTT), Japan","Haneda Airport (HND), Hanedakuko, Ōta, Tokyo 144-0041, Japan",35.5493932,139.7798386,Japan,Japan,near Shizukuishi (Japan),En route (ENR),En route ,ENR,Fatalities: 155 / Occupants: 155,Fatalities: 7 / Occupants: 7,Fatalities: 162 / Occupants: 162,155,7,162,155,7,162,0,0,,155,Destroyed,Friday 30 July 1971,JA8329,All Nippon Airways - ANA,"All Nippon flight 58 departed Sapporo (CTS) for a domestic flight to Tokyo-Haneda (HND) and climbed to an altitude of FL280. While cruising at this altitude, it approached an area where a Japan Air Self Defense Force student and his instructor were flying in their North American F-86F fighters. The trainee was not watching out for traffic when the 727 approached. The instructor ordered him to break away from the 727. It was too late. He banked to the left but the leading edge of the right wing of his F-86F (92-7932) struck the left horizontal stabilizer of the ANA plane. The fighter's right wing broke off, causing the plane to crash out of control, but the pilot ejected safely. Damage to the stabilizer caused a loss of control of the B727."
16144,16145,0,47,6/3/2012,2010,2012,7,1990,McDonnell Douglas MD-83,McDonnell Douglas,C-17A Globemaster III,Domestic Scheduled Passenger,"Abuja International Airport (ABV/DNAA), Nigeria","Nnamdi Azikiwe International Airport, Abuja, Abuja, Nigeria",9.007114999999999,7.263400099999999,Nigeria,"Lagos-Murtala Muhammed International Airport (LOS/DNMM), Nigeria","Murtala Muhammed International Airport, Ikeja 23401, Lagos, Nigeria",6.5818185,3.3211348,Nigeria,Nigeria,"9,3 km (5.8 mls) N of Lagos-Murtala Muhammed International Airport (LOS) (Nigeria)",Approach (APR),Approach ,APR,Fatalities: 147 / Occupants: 147,Fatalities: 6 / Occupants: 6,Fatalities: 153 / Occupants: 153,147,6,153,147,6,153,0,10,,147,Destroyed,Sunday 3 June 2012,5N-RAM,Dana Air,"A McDonnell Douglas MD-83 passenger plane, 5N-RAM, operated by Dana Air was destroyed when it crashed into a residential area of Lagos, Nigeria. All 147 passengers and six crew members were killed. There were 10 confirmed ground fatalities.The airplane was on the fourth flight segment of the day, consisting of two round-trips between Lagos and Abuja. The accident occurred during the return leg of the second trip. Flight DAN 992 initiated engine startup at 14:36, taxied to the runway and was later airborne at 14:58. Fuel endurance was 3.5 hours. The flight climbed to a cruise altitude of 26,000 ft.DAN 992 made contact with Lagos Area Control Center at 15:18. At the time the captain and first officer were in a discussion of a nonnormal condition regarding the correlation between the engine throttle setting and an engine power indication. However, they did not voice concerns then that the condition would affect the continuation of the flight. The flight crew continued to monitor the condition and became increasingly concerned as the flight transition through the initial descent from cruise altitude at 15:22 and the subsequent approach phase.DAN 992 reported passing through 18,100 and 7,700 ft, respectively, at 15:30 and 15:40. After receiving a series of heading and altitude assignments from the controller, DAN 992 was issued the final heading to intercept the final approach course for runway 18R.Between 15:37 and 15:41 the flight crew were engaged in pre-landing tasks including deployment of the slats, and extension of the flaps and landing gear. At 15:41:16 the first officer inquired, ""both engines coming up?"" and the captain replied ""negative."" The flight crew subsequently discussed and agreed to declare an emergency. At 15:42:10, DANA 992 radioed an emergency distress call indicating ""dual engine failure...negative response from throttle.""At 15:42:35, the flight crew lowered the flaps further and continued with the approach and discussed landing alternatively on runway 18L. At 15:42:45, the captain reported the runway in sight and instructed the first officer to raise the flaps and 4 seconds later to raise the landing gear.At 15:43:27 hours, the captain informed the first officer ""we just lost everything, we lost an engine. I lost both engines"". During the next 25 seconds the flight crew was attempting to restart the engines. The airplane did not reach the runway and crashed in a residential area about 9,3 km short of the runway 18R.During the impact sequence, the airplane struck an incomplete building, two trees and three buildings. The wreckage was confined, with the separated tail section and engines located at the beginning of the debris field. A fire erupted.Weather reported about at 15:00 UTC (16:00 local time):DNMM 031500Z 19007KT 140V230 9999 SCT014 30/23 Q1013 NOSIGWind 190 degrees at 7 knots; winds varying between 140 and 230 degrees; Visibility 10+ km; Scatter clouds at 1400 feet; Temperature 30??C, Dew point 23??C; pressure 1013 mb."
10121,10121,0,46,7/7/1980,1980,1980,6,1979,Tupolev 154B-2,Tupolev,154B-2,Domestic Scheduled Passenger,"Alma-Ata Airport (ALA/UAAA), Kazakhstan","Almaty International Airport, Mailin St 2, Almaty 050039, Kazakhstan",43.3499265,77.02528939999999,Kazakhstan,"Simferopol Airport (SIP/UKFF), Ukraine","Simferopol International Airport, Симферополь, пгт., Mal'chenka St, 16, Aeroflots'kyi, Crimea, 95491",45.0191094,33.9972944,Ukraine,Kazakhstan,5 km (3.1 mls) from Alma-Ata Airport (ALA) (Kazakhstan),En route (ENR),En route ,ENR,Fatalities: / Occupants:,Fatalities: / Occupants:,Fatalities: 163 / Occupants: 163,0,0,163,0,0,163,0,0,,0,Destroyed,Monday 7 July 1980,CCCP-85355,Aeroflot / Kazakstan,"Two minutes after takeoff from Alma-Ata, at a height of 120-150 m, the plane entered a zone of high air temperature (30-40 deg C) where the airspeed dropped because of the wind. Then the plane was caught in a downdraft and stalled. It descended nose down until it struck a farm and crashed on a wheat field near the suburbs of Alma-Ata.The Tu-154 disintegrated and caught fire, slid through a field and fell into a ravine."
10122,10122,0,45,7/8/1980,1980,1980,6,1979,Tupolev 154B-2,Tupolev,154B-2,Domestic Scheduled Passenger,"Alma-Ata Airport (ALA/UAAA), Kazakhstan","Almaty International Airport, Mailin St 2, Almaty 050039, Kazakhstan",43.3499265,77.02528939999999,Kazakhstan,"Rostov Airport (ROV/URRR), Russia","Rostov-on-Don Airport, пр- кт Шолохова, 270/1, Rostov, Rostovskaya oblast', Russia, 344009",47.2549489,39.8031772,Russia,Kazakhstan,5 km (3.1 mls) from Alma-Ata Airport (ALA) (Kazakhstan),En route (ENR),En route ,ENR,Fatalities: 156 / Occupants: 156,Fatalities: 10 / Occupants: 10,Fatalities: 166 / Occupants: 166,156,10,166,156,10,166,0,0,,156,Destroyed,Tuesday 8 July 1980,CCCP-85355,"Aeroflot, Kazakstan Civil Aviation Directorate","Two minutes after takeoff from Alma-Ata, at a height of 120-150 m, the plane entered a zone of high air temperature (30-40 deg C) where the airspeed dropped because of the wind. Then the plane was caught in a downdraft and stalled. It descended nose down until it struck a farm and crashed on a wheat field near the suburbs of Alma-Ata. The Tu-154 disintegrated and caught fire, slid through a field and fell into a ravine.The airplane operated on a flight to Rostov Airport (ROV) and Simferopol Airport (SIP)."
12426,12426,0,44,9/28/1992,1990,1992,6,1976-03-23 (16 years 6 months),Airbus A300B4-203,Airbus,A300B4-203,International Scheduled Passenger,"Karachi International Airport (KHI/OPKC), Pakistan","Jinnah International Airport, Airport Road، Karachi, Pakistan",24.9008297,67.16808259999999,Pakistan,"Kathmandu-Tribhuvan Airport (KTM/VNKT), Nepal","Tribhuvan International Airport (KTM), Ring Rd, Kathmandu 44600, Nepal",27.6980899,85.3592231,Nepal,Nepal,18 km (11.3 mls) S of Kathmandu-Tribhuvan Airport (KTM) (Nepal),Approach (APR),Approach ,APR,Fatalities: 148 / Occupants: 148,Fatalities: 19 / Occupants: 19,Fatalities: 167 / Occupants: 167,148,19,167,148,19,167,0,0,,148,Destroyed,Monday 28 September 1992,AP-BCP,Pakistan International Airlines - PIA,"PIA Flight 268 departed Karachi (KHI) at 11:13 for a flight to Kathmandu (KTM). The en route portion of the flight was uneventful and the aircraft was cleared for a Sierra approach to Kathmandu runway 02. The crew were instructed to maintain 11500 feet and report at 16DME (16 miles from the VOR/DME beacon, which is located 0,6 nm short of the runway). The Kathmandu approach is very difficult, since the airport is located in an oval-shaped valley surrounded by mountains as high as 9665 feet. Runway elevation is 4313 feet amsl. The next approach fixes for PIA268 were at 13 DME (at 10500 feet), 10 DME (at 9500 feet) and 8 DME (at 8200 feet). A few seconds after reporting 10 DME, the aircraft was descending through 8200 feet- which was the altitude for 8 DME. The Airbus crashed into a steep cloud-covered hillside at approx. 7300 feet amsl., at 9,16 DME."
11181,11181,0,43,3/31/1986,1980,1986,6,1981-05-04 (4 years 11 months),Boeing 727-264,Boeing,727-264,Domestic Scheduled Passenger,"Mexico City-Benito Ju??rez International Airport (MEX/MMMX), Mexico","Mexico City International Airport (MEX), Av Capitan Carlos León S/N, Peñón de los Baños, Venustiano Carranza, 15620 Ciudad de México, CDMX, Mexico",19.4360762,-99.07190829999999,Mexico,"Puerto Vallarta-Gustavo D. Ordaz Airport (PVR/MMPR), Mexico","Licenciado Gustavo Díaz Ordaz International Airport (PVR), Carretera a Tepic Km 7.5, Área Militar de Vallarta, 48311 Puerto Vallarta, Jal., Mexico",20.6805184,-105.2523762,Mexico,Mexico,Las Mesas (Mexico),En route (ENR),En route ,ENR,Fatalities: 159 / Occupants: 159,Fatalities: 8 / Occupants: 8,Fatalities: 167 / Occupants: 167,159,8,167,159,8,167,0,0,,159,Destroyed,Monday 31 March 1986,XA-MEM,Mexicana,"Flight 940 took off from Mexico City (MEX) at 08:40 for a flight to Puerto Vallarta (PVR), Mazatl??n (MZT) and Los Angeles (LAX). The left main gear brake was overheated during the take-off run. When the aircraft had reached FL310 the heat caused a tyre on the left hand main gear to explode. Fuel and hydraulic lines were ruptured and electrical cables severed resulting in a cabin decompression. An emergency was declared, but spilt fuel ignited and caused a massive fire on board. Control was lost and the aircraft crashed into a mountain in the Sierra Madre, at an elevation of 9000 feet. It was found that the tire had been serviced with air rather than nitrogen. The air, under high temperature and pressure, resulted in a chemical reaction with the tire itself. This led to a chemical explosion of the tire."
15698,15697,0,42,7/15/2009,2000,2009,6,1987,Tupolev 154M,Tupolev,154M,International Scheduled Passenger,"Tehran-Imam Khomeini International Airport (IKA/OIIE), Iran","Tehran Province, Robat Karim, Tehran - Saveh Rd, Imam Khomeini International Airport, Iran",35.4089938,51.1554896,Iran,"Yerevan Airport (EVN/UDYZ), Armenia","Zvartnots International Airport (EVN), Yerevan, Armenia",40.1491782,44.3988571,Armenia,Iran,12 km (7.5 mls) S of Qazvin (Iran),En route (ENR),En route ,ENR,Fatalities: 156 / Occupants: 156,Fatalities: 12 / Occupants: 12,Fatalities: 168 / Occupants: 168,156,12,168,156,12,168,0,0,,156,Destroyed,Wednesday 15 July 2009,EP-CPG,Caspian Airlines,"A Caspian Airlines Tupolev 154M passenger plane was destroyed when it struck terrain near Qazvin, 16 minutes after takeoff. The airplane was en route from Tehran-Imam Khomeini International Airport (IKA), Iran to Yerevan Airport (EVN), Armenia.The Tupolev 154 was in normal operation at 34000 feet altitude. Three minutes before the crash, the plane suddenly turned 270 degrees and entered a rapid descent to 14000 feet in just 90 seconds (which would be an average of 222 feet/sec, 67m/sec). Air traffic controllers attempted to contact the flight, but there was no response. They asked two Iran Air an Aseman Airlines flights that were in the area to contact Flight 7908, but these attempts failed too.The airplane exploded on impact and disintegrated, creating a 10 m deep crater with small pieces of debris scattered around the impact area."
15156,15155,0,41,8/22/2006,2000,2006,6,1991,Tupolev 154M,Tupolev,154M,Domestic Scheduled Passenger,"Anapa Airport (AAQ/URKA), Russia","Anapa Int'l Airport, Анапа-7, п. Витязево, Krasnodarskiy kray, Russia, 353419",45.0030148,37.3408425, Russia,"Saint Petersburg-Pulkovo Airport (LED/ULLI), Russia","Pulkovo Airport (LED), Pulkovskoye Shosse, St Petersburg, Russia, 196140",59.80291259999999,30.2678391,Russia,Ukraine,45 km (28.1 mls) NW of Donetsk (Ukraine),En route (ENR),En route ,ENR,Fatalities: 160 / Occupants: 160,Fatalities: 10 / Occupants: 10,Fatalities: 170 / Occupants: 170,160,10,170,160,10,170,0,0,,160,Destroyed,Tuesday 22 August 2006,RA-85185,Pulkovo Aviation Enterprise,"Pulkovo flight 612 departed Anapa (AAQ) for St. Petersburg (LED) at 15:05. The Tu-154M climbed to the cruise altitude of 35,100 feet (10.700 m). Because of storm cells ahead, the pilot decided to change course laterally by 20 km and attempted to climb over the storm cells. However, the thunderstorm front was unusually high, extending up to 15 km (49,000 feet). The Tu-154 entered an area of severe turbulence, pushing up the airplane from 11.961 m to 12.794 m within just 10 seconds. The angle of attack increased to 46 degrees and the airspeed dropped to zero. It entered a deep stall from which the crew could not recover. The plane crashed and burned in a field."
11827,11826,0,40,9/19/1989,1980,1989,6,1973,McDonnell Douglas DC-10-30,MBB,HFB-320 Hansa Jet,International Scheduled Passenger,"N'Djamena Airport (NDJ/FTTJ), Chad","N'Djamena International Airport, N'Djamena, Chad",12.1293763,15.033964,Chad,"Paris-Charles de Gaulle Airport (CDG/LFPG), France","Charles de Gaulle Airport (CDG), 95700 Roissy-en-France, France",49.0096906,2.5479245,France,Niger,T??n??r?? desert (Niger),En route (ENR),En route ,ENR,Fatalities: 156 / Occupants: 156,Fatalities: 14 / Occupants: 14,Fatalities: 170 / Occupants: 170,156,14,170,156,14,170,0,0,,156,Destroyed,Tuesday 19 September 1989,N54629,Union de Transportes A??riens - UTA,"The DC-10 was operating as UTA Flight 772 on the Brazzaville-N'Djamena-Paris route. The aircraft took off from N'Djamena at 13:13 and climbed to a cruising altitude of FL350. At 13:59 an explosion on board caused the aircraft to crash into the desert. The explosive device was located at location 13R in the cargo hold. The device was most probably hidden in baggage, placed aboard at Brazzaville. Possible groups responsible for the explosion are the Islamic Jihad group (demanding the freedom of a Shi'ite Muslim in Israel) or the Secret Chadian Resistance. Co-incidental on March 10, 1984 another UTA aircraft was destroyed when a bomb exploded; in this case the bomb exploded during embarkation at N'Djamena."
11804,11804,0,39,9/3/1989,1980,1989,6,1988,Ilyushin 62M,Ilyushin,62M,Int'l Non Scheduled Passenger,"Havana-Jos?? Mart?? International Airport (HAV/MUHA), Cuba","José Martí International Airport (HAV), Avenida Rancho Boyeros, La Habana, Cuba",22.9915431,-82.410078,Cuba,"K??ln/Bonn Airport (CGN/EDDK), Germany","Cologne Bonn Airport (CGN), Kennedystraße, 51147 Köln, Germany",50.8707168,7.140734399999999,Germany,Cuba,near Havana-Jos?? Mart?? International Airport (HAV) (Cuba),Initial climb (ICL),Initial climb ,ICL,Fatalities: 115 / Occupants: 115,Fatalities: 11 / Occupants: 11,Fatalities: 126 / Occupants: 126,115,11,126,115,11,126,0,45,,115,Destroyed,Sunday 3 September 1989,CU-T1281,Cubana de Aviaci??n,"The Ilyushin took off in heavy rainfall and 30-40km/h winds. Immediately after becoming airborne the aircraft was caught in downdrafts and descended again after reaching a height of 150 feet. The plane struck navigational aerials and a hill before crashing into a residential area. One passenger, a 22 year old male initially survived the crash but died on September 11, eight days after the accident.The Il-62 operated on a flight to K??ln/Bonn, Germany and Milan Italy."
8554,8549,0,38,10/13/1972,1970,1972,5,1968,Ilyushin 62,Ilyushin,22M15,Domestic Non Scheduled Passenger,"Leningrad-Shosseynaya Airport (LED/ULLI), Russia",null,null,null,Russia,"Moskva-Sheremetyevo Airport (SVO/UUEE), Russia","Sheremetyevo International Airport, Khimki, Moscow Oblast, Russia, 141400",55.9736482,37.412503,Russia,Russia,11 km (6.9 mls) N of Moskva-Sheremetyevo Airport (SVO) (Russia),Approach (APR),Approach ,APR,Fatalities: 164 / Occupants: 164,Fatalities: 10 / Occupants: 10,Fatalities: 174 / Occupants: 174,164,10,174,164,10,174,0,0,,164,Destroyed,Friday 13 October 1972,CCCP-86671,"Aeroflot, International Civil Aviation Directorate","An Ilyushin 62 passenger plane was destroyed when it crashed in a forest near Moscow-Sheremetyevo Airport (SVO), Russia. All 164 passengers and ten crew members were killed.The airplane operated on a non-scheduled flight from Paris, France to Moscow with an en-route stop at Leningrad (now named St. Petersburg). The flight took off from Leningrad at 20:59. As the flight approached Sheremetyevo Airport the crew were given instructions to descend to 400m. During the third procedure turn the airplane continued to descent at high speed and in clean configuration. The airplane descended at an IAS of 620 km/h and a vertical speed of 12 m/s until it struck the ground. The cause of the accident was never established. Possibly the crew had been disabled by a lightning strike or the elevator control had a malfunction."
8613,8607,0,37,1/22/1973,1970,1973,5,1971,Boeing 707-3D3C,Boeing,707-3D3C,Int'l Non Scheduled Passenger,"Jeddah-King Abdulaziz International Airport (JED/OEJN), Saudi Arabia","King Abdulaziz International Airport, Jeddah 23631, Saudi Arabia",21.6658971,39.1717627,Saudi Arabia,"Lagos/Ikeja International Airport (LOS/DNMM), Nigeria","Murtala Muhammed International Airport, Ikeja 23401, Lagos, Nigeria",6.5818185,3.3211348,Nigeria,Nigeria,Kano International Airport (KAN) (Nigeria),Landing (LDG),Landing ,LDG,Fatalities: 170 / Occupants: 193,Fatalities: 6 / Occupants: 9,Fatalities: 176 / Occupants: 202,193,9,202,170,6,176,26,0,,193,Destroyed,Monday 22 January 1973,JY-ADO,0,"The Boeing 707 had been chartered by Nigeria Airways to fly pilgrims back from Jeddah to Lagos. Bad weather at Lagos forced the crew to divert to Kano. The aircraft touched nosewheel first steady and heavy with main wheels barely in contact with the runway. The nosewheel entrenched itself then collapsed. The main gear contacted later in rapid deceleration, pierced the main wings and the aircraft collapsed along the runway centreline. A fire broke out and after a prolonged pause the passengers and crew evacuated."
10929,10929,34,36,10/11/1984,1980,1984,6,1977,Tupolev 154B-1,Tupolev,154B-1,Domestic Scheduled Passenger,"Krasnodar Airport (KRR/URKK), Russia","Krasnodar International Airport, g., Краснодар, Краснодарский край, Russia, 350037",45.0317867,39.1666809,Russia,"Omsk Airport (OMS/UNOO), Russia","Omsk Central Airport, Transsibirskaya Ulitsa, 28, Omsk, Omskaya oblast', Russia, 644103",54.957801,73.316533,Russia,Russia,Omsk Airport (OMS) (Russia),Landing (LDG),Landing ,LDG,Fatalities: 169 / Occupants: 170,Fatalities: 5 / Occupants: 9,Fatalities: 174 / Occupants: 179,170,9,179,169,5,174,5,4,,170,Destroyed,Thursday 11 October 1984,CCCP-85243,"Aeroflot, East Siberia Civil Aviation Directorate","Flight 3352 as approaching Omsk in poor weather; light rain, visibility 2 miles, 300 feet ceiling. Landing lights were switched off as they caused a reflection due to the drizzle. Immediately after touching down at a speed of about 140 knots the crew noticed snow cleaning vehicles on the runway. An evasive manoeuvre was of no avail as the aircraft struck two vehicles and crashed in flames. One of the controllers had fallen asleep and thus failed to inform the approach controller about the presence of the vehicles."
10774,10773,0,35,11/27/1983,1980,1983,6,1977-08-24 (6 years 3 months),Boeing 747-283B,Boeing,747-282B,International Scheduled Passenger,"Paris-Charles de Gaulle Airport (CDG/LFPG), France","Charles de Gaulle Airport (CDG), 95700 Roissy-en-France, France",49.0096906,2.5479245,France,"Madrid-Barajas Airport (MAD/LEMD), Spain","Madrid-Barajas Adolfo Suárez Airport (MAD), Av de la Hispanidad, s/n, 28042 Madrid, Spain",40.4839361,-3.5679515,Spain,Spain,12 km (7.5 mls) SE of Madrid-Barajas Airport (MAD) (Spain),Approach (APR),Approach ,APR,Fatalities: 162 / Occupants: 173,Fatalities: 19 / Occupants: 19,Fatalities: 181 / Occupants: 192,173,19,192,162,19,181,11,0,,173,Destroyed,Sunday 27 November 1983,HK-2910,Avianca,"Avianca Flight 011 took off from Paris-Charles de Gaulle (CDG) at 22:25 for a flight to Bogot?? (BOG) via Madrid (MAD). The Boeing 747 climbed to a cruising altitude of FL370. At 23:31 the crew contacted Madrid ACC, receiving clearance to continue to the Madrid VOR via Pamplona, Barahona, and Castej??n. Fifteen minutes later the flight was cleared to descend to FL190. At 23:52 they were cleared down to FL90: ""Avianca 011 est?? pasando Barahona, proceda ya directo a Charlie Papa Lima, y contin??e descenso para el nivel nueve cero, cambio.""After contacting Madrid Approach ar 23:56 they were cleared for a runway 33 approach. After reaching FL090 at 00:00 they were cleared further down. Madrid Tower at 00:03 then cleared the flight to land. Instead of turning right at the Madrid VOR, the crew initiated a turn short of the VOR beacon. The aircraft descended below the MDA for that area. The right main gear and no. 4 engine contacted a hill at an altitude of 2247 feet and a speed of 142 knots. Three seconds later the aircraft impacted a second hill at a speed of 135 knots and a 4,9deg. nose-up attitude. Six seconds after contacting the 2nd hill, the aircraft (at 126kts) hit the ground with the right wing, which broke off. The Boeing cartwheeled, broke in five pieces and came to rest upside down."
11366,11366,0,34,5/9/1987,1980,1987,6,1983,Ilyushin 62M,Ilyushin,62M,International Scheduled Passenger,"Warszawa-Okecie Airport (WAW/EPWA), Poland","Warsaw Chopin Airport, Żwirki i Wigury 1, 00-001 Warszawa, Poland",52.1672369,20.9678911,Poland,"New York-John F. Kennedy International Airport, NY (JFK/KJFK), United States of America","John F. Kennedy International Airport (JFK), Queens, NY 11430, USA",40.6413111,-73.77813909999999,United States of America,Poland,6 km (3.8 mls) SE of Warszawa-Okecie Airport (WAW) (Poland),En route (ENR),En route ,ENR,Fatalities: 172 / Occupants: 172,Fatalities: 11 / Occupants: 11,Fatalities: 183 / Occupants: 183,172,11,183,172,11,183,0,0,,172,Destroyed,Saturday 9 May 1987,SP-LBG,LOT Polskie Linie Lotnicze,"At 10:18 flight LO5055 took off from Warsaw runway 33 for a flight to New York-JFK. The aircraft headed for the GRU VOR, which it passed at FL265, climbing to FL310. Two minutes later (at 10:41) the no. 2 engine Low Pressure turbine shaft broke loose, followed by the failure of the turbine disc. Debris punctured the aft fuselage, causing a fire in the cargo hold. The elevator control system was severed and the no. 1 engine had to be shut down. The flight crew immediately started an emergency descent to 4000m. After shutting down both no. 1 and no. 2 engine the crew mistakenly thought the fire was extinguished. They had decided to land at Modlin airport, but still unaware of the fire, changed to Warsaw-Okecie runway 33 because of better rescue equipment there. The flight started a left turn for runway 33 at 11:09 at an altitude of 1450m and an airspeed of 480km/h. The crew lost control during the turn and the Il-62 crashed into a forest, 6 km from the runway at an airspeed of 465km/h and an 11deg. left bank, 12deg. nose-down."
9764,9764,0,33,11/15/1978,1970,1978,5,1968,McDonnell Douglas DC-8-63CF,McDonnell Douglas,DC-8-62,Int'l Non Scheduled Passenger,"Jeddah-King Abdulaziz International Airport (JED/OEJN), Saudi Arabia","King Abdulaziz International Airport, Jeddah 23631, Saudi Arabia",21.6658971,39.1717627,Saudi Arabia,"Colombo-Katunayake International Airport (CMB/VCBI), Sri Lanka","Bandaranaike International Airport (CMB), Canada Friendship Rd, Katunayake 11450, Sri Lanka",7.1801552,79.8842521,Sri Lanka,Sri Lanka,"2,1 km (1.3 mls) from Colombo-Bandaranaike International Airport (CMB) (Sri Lanka)",Approach (APR),Approach ,APR,Fatalities: 175 / Occupants: 249,Fatalities: 8 / Occupants: 13,Fatalities: 183 / Occupants: 262,249,13,262,175,8,183,79,0,,249,Destroyed,Wednesday 15 November 1978,TF-FLA,Loftleidir,"Icelandic Airlines Flight LL 001, a DC-8-63CF (TF-FLA) which was being operated as a charter passenger flight, took-off from Jeddah Airport (JED), Saudi Arabia, at approximately 12.58 UTC to proceed to Surabaya, Indonesia, with a programmed technical stop at Colombo-Katunayake International Airport (CMB), Sri Lanka, for fuel and crew change.The aircraft had been chartered by Garuda Indonesian Airways to carry Indonesian ""Haj"" pilgrims from Indonesia to Mecca and return.The aircraft contacted Area Control, Ratmalana, at 22:53 local time and was informed that the runway in use was 04. The aircraft requested runway 22 and accordingly was cleared for a radar vectored ILS approach to runway 22. Area Control who was in contact with the aircraft initially descended the aircraft from FL330 to FL220 approximately 90 miles out of Colombo Airport. The aircraft was handed over at 23:06 to the Radar Control. The flight was cleared to descend to FL 20 and to carry out an ILS approach to runway 22. The Radar Controller also requested the aircraft to report when it was established on the Localizer, but, though the request was acknowledged, no confirmation was received. The Radar Controller continued to give advisory information on the aircraft's distance and height, the last advisory call being at 23:27:26 when the aircraft was informed thus: "" Lima, Lima 001, slightly to the left of centre line, very slightly to the left of centre line, two miles from touch-down, height 650 feet, cleared to land-off this approach.""This transmission was acknowledged by the aircraft at 23:27:37. Shortly thereafter, the Approach Controller sighted the aircraft very low on the approach and called out twice ""Lima, Lima 001, you are undershooting"". However, this transmission was not received by the aircraft as the Approach Controller spoke on the approach frequency 119.7 MHz whereas the aircraft was still tuned to the Radar Controller on 119.1 MHz. The Approach Controller observed the aircraft disappearing from sight followed by what appeared to be a ball of fire around the area where it passed out of sight. The aircraft had crashed into a rubber and coconut plantation at a point 1.16 n.m. from runway 22 threshold, 103 feet to the right of the extended centre line of the runway. The aircraft was destroyed by impact and fire."
9127,9127,0,32,8/3/1975,1970,1975,5,1964,Boeing 707-321C,Boeing,707-321C,Int'l Non Scheduled Passenger,"Paris-Le Bourget Airport (LBG/LFPB), France","Paris Airport-Le Bourget, 1 Rue Désiré Lucca, 93350 Le Bourget, France",48.9614725,2.437202,France,"Agadir-Inezgane Airport (AGA/GMAA), Morocco","Agadir-Inezgane Airport (AGA), أگادير 80000, Morocco",30.382245,-9.5480232,China,Morocco,40 km (25 mls) NW of Agadir (Morocco),En route (ENR),En route ,ENR,Fatalities: 181 / Occupants: 181,Fatalities: 7 / Occupants: 7,Fatalities: 188 / Occupants: 188,181,7,188,181,7,188,0,0,,181,Destroyed,Sunday 3 August 1975,JY-AEE,Alia Royal Jordanian Airlines,"A Boeing 707-321C passenger plane, JY-AEE, was destroyed when it crashed near Agadir, Morocco. All 181 passengers and seven crew members were killed.Alia Royal Jordanian Airlines carried out the flight from Paris (LBG), France to Agadir on behalf of Royal Air Maroc.The aircraft was descending from FL080 for a runway 29 approach when the right wing tip and no. 4 engine struck a peak at 2400 feet altitude. Part of the wing (including the no. 4 engine) separated. Control was lost and the aircraft crashed into a ravine."
14174,14176,0,31,9/11/2001,2000,2001,6,1991,Boeing 757-223,Boeing,757-21K,Domestic Scheduled Passenger,"Washington-Dulles International Airport, DC (IAD/KIAD), United States of America","Dulles International Airport (IAD), 1 Saarinen Cir, Dulles, VA 20166, USA",38.9531162,-77.45653879999999,United States of America,"Los Angeles International Airport, CA (LAX/KLAX), United States of America","Los Angeles International Airport (LAX), 1 World Way, Los Angeles, CA 90045, USA",33.9415889,-118.40853,United States of America,United States of America,"Washington, DC (United States of America)",En route (ENR),En route ,ENR,Fatalities: 58 / Occupants: 58,Fatalities: 6 / Occupants: 6,Fatalities: 64 / Occupants: 64,58,6,64,58,6,64,0,125,,58,Destroyed,Tuesday 11 September 2001,N644AA,American Airlines,"Flight 77 departed Washington-Dulles at 08:10 for Los Angeles. The aircraft was hijacked by five terrorists. The hijackers took over control, reportedly switched off the transponder and changed course to Washington. Last reported data (08:56) show the aircraft flying at FL350 at 458 knots. Course was changed back to Washington and the aircraft descended for the city, approaching from the North. The Boeing reportedly passed overhead the White House and entered a tight 270deg turn, heading for the US Department of Defence building (the Pentagon). It clipped trees and lightposts before slamming into the Southwest face of the Pentagon. An explosion occurred and the building caught fire."
